DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/27/2017,10:15,QUEENS,11354,40.765125,-73.82889,"(40.765125, -73.82889)",,,138-14    35 AVENUE                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3777758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/27/2017,11:00,QUEENS,11354,40.764988,-73.82067,"(40.764988, -73.82067)",NORTHERN BOULEVARD              ,146 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3778188,PASSENGER VEHICLE,BICYCLE,,,
10/27/2017,11:15,QUEENS,11354,40.76465,-73.823494,"(40.76465, -73.823494)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,,,,,,3777764,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/27/2017,14:50,QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",NORTHERN BOULEVARD              ,150 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3777951,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/27/2017,22:30,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3778533,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/26/2017,10:25,QUEENS,11354,40.766815,-73.83038,"(40.766815, -73.83038)",137 STREET                      ,LATIMER PLACE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3777086,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/26/2017,14:20,QUEENS,11354,40.766006,-73.81068,"(40.766006, -73.81068)",,,154-02    35 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3777346,PASSENGER VEHICLE,,,,
10/26/2017,21:05,QUEENS,11354,40.762104,-73.835434,"(40.762104, -73.835434)",COLLEGE POINT BOULEVARD         ,36 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3777536,PASSENGER VEHICLE,,,,
10/26/2017,4:30,QUEENS,11354,40.759663,-73.8298,"(40.759663, -73.8298)",,,136-01    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3777011,PASSENGER VEHICLE,,,,
10/26/2017,9:05,QUEENS,11354,40.76465,-73.823494,"(40.76465, -73.823494)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3777314,SPORT UTILITY / STATION WAGON,DP,,,
10/25/2017,14:13,QUEENS,11354,40.771893,-73.84795,"(40.771893, -73.84795)",,,29-05     120 STREET                    ,0,0,0,0,0,0,0,0,Turning Improperly,Backing Unsafely,,,,3776795,PASSENGER VEHICLE,DS,,,
10/25/2017,15:15,QUEENS,11354,40.762226,-73.834076,"(40.762226, -73.834076)",BUD PLACE                       ,36 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3776796,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/25/2017,17:01,QUEENS,11354,40.764168,-73.83641,"(40.764168, -73.83641)",,,34-47     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3776797,SPORT UTILITY / STATION WAGON,BU,,,
10/24/2017,12:05,QUEENS,11354,40.76399,-73.80891,"(40.76399, -73.80891)",,,156-18    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3776061,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/2017,14:29,QUEENS,11354,,,,36 ROAD                         ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3775981,PASSENGER VEHICLE,,,,
10/24/2017,18:05,QUEENS,11354,40.76471,-73.830696,"(40.76471, -73.830696)",LINDEN PLACE                    ,35 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776197,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/2017,19:57,QUEENS,11354,40.757183,-73.83396,"(40.757183, -73.83396)",COLLEGE POINT BOULEVARD         ,40 ROAD,,1,0,1,0,0,0,0,0,Unspecified,,,,,3776021,SPORT UTILITY / STATION WAGON,,,,
10/24/2017,5:20,QUEENS,11354,40.776054,-73.81873,"(40.776054, -73.81873)",,,25-25     148 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3775501,SPORT UTILITY / STATION WAGON,,,,
10/23/2017,10:19,QUEENS,11354,40.764706,-73.822975,"(40.764706, -73.822975)",,,144-50    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3775581,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/23/2017,14:43,QUEENS,11354,40.76832,-73.8231,"(40.76832, -73.8231)",33 AVENUE                       ,145 STREET,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3775468,BU,,,,
10/23/2017,8:43,QUEENS,11354,40.768955,-73.82669,"(40.768955, -73.82669)",UNION STREET                    ,32 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3775575,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/22/2017,16:25,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",NORTHERN BOULEVARD              ,MAIN STREET,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3774292,PASSENGER VEHICLE,REP,,,
10/22/2017,21:30,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3774549,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/21/2017,22:10,QUEENS,11354,40.759796,-73.829254,"(40.759796, -73.829254)",,,136-21    ROOSEVELT AVENUE              ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3774142,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10/20/2017,11:00,QUEENS,11354,40.77284,-73.839165,"(40.77284, -73.839165)",,,130-30    28 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3773447,SPORT UTILITY / STATION WAGON,,,,
10/20/2017,13:30,QUEENS,11354,40.770435,-73.83421,"(40.770435, -73.83421)",WHITESTONE EXPRESSWAY           ,FARRINGTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3773557,DP,PASSENGER VEHICLE,,,
10/20/2017,14:40,QUEENS,11354,40.760464,-73.826546,"(40.760464, -73.826546)",ROOSEVELT AVENUE                ,UNION STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773564,BU,SPORT UTILITY / STATION WAGON,,,
10/20/2017,15:43,QUEENS,11354,40.76286,-73.832634,"(40.76286, -73.832634)",,,135-22    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773563,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/20/2017,18:50,QUEENS,11354,40.76402,-73.80901,"(40.76402, -73.80901)",,,156-10    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3773571,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/2017,21:10,QUEENS,11354,40.76229,-73.82432,"(40.76229, -73.82432)",,,143-18    38 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3779218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/2017,21:45,QUEENS,11354,40.76221,-73.83315,"(40.76221, -73.83315)",,,36-06     PRINCE STREET                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3774220,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/2017,23:45,QUEENS,11354,40.765354,-73.81733,"(40.765354, -73.81733)",NORTHERN BOULEVARD              ,149 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3774224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/19/2017,14:16,QUEENS,11354,40.776196,-73.84628,"(40.776196, -73.84628)",,,25-15     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3772769,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/19/2017,14:50,QUEENS,11354,40.76896,-73.81559,"(40.76896, -73.81559)",150 STREET                      ,33 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3772770,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2017,12:05,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",MAIN STREET                     ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3771647,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2017,13:00,QUEENS,11354,40.757183,-73.83396,"(40.757183, -73.83396)",COLLEGE POINT BOULEVARD         ,40 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3772022,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/18/2017,17:10,QUEENS,11354,40.75895,-73.83192,"(40.75895, -73.83192)",ROOSEVELT AVENUE                ,PRINCE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3772020,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2017,17:20,QUEENS,11354,40.77279,-73.837135,"(40.77279, -73.837135)",28 AVENUE                       ,ULMER STREET,,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,,,,3772013,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2017,21:05,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3772015,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2017,8:40,QUEENS,11354,40.77041,-73.82468,"(40.77041, -73.82468)",BAYSIDE AVENUE                  ,PARSONS BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3771586,BU,,,,
10/17/2017,10:42,QUEENS,11354,40.765057,-73.81293,"(40.765057, -73.81293)",NORTHERN BOULEVARD              ,MURRAY STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3771060,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/17/2017,11:00,QUEENS,11354,40.774223,-73.846634,"(40.774223, -73.846634)",,,26-27     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3771397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/17/2017,12:15,QUEENS,11354,,,,PARSONS BOULEVARD               ,32 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3771072,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/17/2017,13:05,QUEENS,11354,40.762947,-73.8349,"(40.762947, -73.8349)",NORTHERN BOULEVARD              ,COLLINS PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3771398,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/17/2017,18:00,QUEENS,11354,40.76152,-73.83293,"(40.76152, -73.83293)",36 ROAD                         ,PRINCE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3771502,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/17/2017,5:45,QUEENS,11354,40.76256,-73.83396,"(40.76256, -73.83396)",,,134-36    NORTHERN BOULEVARD            ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3770762,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/17/2017,9:50,QUEENS,11354,40.760326,-73.832115,"(40.760326, -73.832115)",,,135-16    38 AVENUE                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3771030,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/16/2017,14:00,QUEENS,11354,0,0,"(0.0, 0.0)",NORTHERN BOULEVARD              ,147 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3770711,SPORT UTILITY / STATION WAGON,TN,,,
10/16/2017,16:40,QUEENS,11354,40.7737,-73.80689,"(40.7737, -73.80689)",26 AVENUE                       ,157 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3770750,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/16/2017,3:30,QUEENS,11354,40.759567,-73.83015,"(40.759567, -73.83015)",ROOSEVELT AVENUE                ,MAIN STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3770053,PASSENGER VEHICLE,,,,
10/16/2017,8:55,QUEENS,11354,40.759678,-73.83236,"(40.759678, -73.83236)",PRINCE STREET                   ,39 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3770341,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2017,13:00,QUEENS,11354,40.763798,-73.808235,"(40.763798, -73.808235)",NORTHERN BOULEVARD              ,157 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3769564,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2017,18:45,QUEENS,11354,40.75843,-73.83349,"(40.75843, -73.83349)",,,133-35    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3769664,SPORT UTILITY / STATION WAGON,,,,
10/14/2017,13:00,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",MAIN STREET                     ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3769123,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/14/2017,13:30,QUEENS,11354,40.76276,-73.83186,"(40.76276, -73.83186)",,,36-10     MAIN STREET                   ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3769124,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/14/2017,17:40,QUEENS,11354,40.768345,-73.82298,"(40.768345, -73.82298)",,,145-03    33 AVENUE                     ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3769139,SPORT UTILITY / STATION WAGON,DP,,,
10/14/2017,20:35,QUEENS,11354,40.77064,-73.82658,"(40.77064, -73.82658)",UNION STREET                    ,31 ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3769134,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/14/2017,22:15,QUEENS,11354,40.765156,-73.82874,"(40.765156, -73.82874)",,,138-20    35 AVENUE                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3769132,PASSENGER VEHICLE,,,,
10/14/2017,9:00,QUEENS,11354,40.76471,-73.830696,"(40.76471, -73.830696)",35 AVENUE                       ,LINDEN PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3769121,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/13/2017,12:15,QUEENS,11354,40.76651,-73.81651,"(40.76651, -73.81651)",149 PLACE                       ,35 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3769103,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/13/2017,17:41,QUEENS,11354,40.770435,-73.83421,"(40.770435, -73.83421)",WHITESTONE EXPRESSWAY           ,FARRINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3769114,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/13/2017,19:09,QUEENS,11354,40.76517,-73.81396,"(40.76517, -73.81396)",,,150-29    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3769110,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/12/2017,15:20,QUEENS,11354,40.76471,-73.830696,"(40.76471, -73.830696)",LINDEN PLACE                    ,35 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3769177,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/12/2017,8:30,QUEENS,11354,40.76856,-73.82141,"(40.76856, -73.82141)",146 STREET                      ,33 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,3767965,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
10/11/2017,16:44,QUEENS,11354,40.761684,-73.830574,"(40.761684, -73.830574)",,,136-25    37 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3767960,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/10/2017,12:45,QUEENS,11354,40.764347,-73.82595,"(40.764347, -73.82595)",NORTHERN BOULEVARD              ,BOWNE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3767325,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/10/2017,13:31,QUEENS,11354,40.7684,-73.81347,"(40.7684, -73.81347)",,,33-15     MURRAY LANE                   ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3767326,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/10/2017,21:00,QUEENS,11354,40.769768,-73.82099,"(40.769768, -73.82099)",,,146-28    32 AVENUE                     ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3767348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/10/2017,22:28,QUEENS,11354,40.761047,-73.83251,"(40.761047, -73.83251)",,,135-21    37 AVENUE                     ,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,Unspecified,,3767352,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/09/2017,0:00,QUEENS,11354,40.760994,-73.82443,"(40.760994, -73.82443)",BOWNE STREET                    ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3766605,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/09/2017,20:25,QUEENS,11354,40.76622,-73.83014,"(40.76622, -73.83014)",,,34-20     137 STREET                    ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Other Vehicular,,,,3766622,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/09/2017,21:40,QUEENS,11354,40.761623,-73.82208,"(40.761623, -73.82208)",ROOSEVELT AVENUE                ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3766623,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/09/2017,6:39,QUEENS,11354,40.76177,-73.82655,"(40.76177, -73.82655)",,,142-30    38 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3765950,PASSENGER VEHICLE,,,,
10/08/2017,9:45,QUEENS,11354,40.761047,-73.83518,"(40.761047, -73.83518)",COLLEGE POINT BOULEVARD         ,36 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3765392,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/07/2017,14:00,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3764958,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/07/2017,21:15,QUEENS,11354,40.76439,-73.82554,"(40.76439, -73.82554)",,,141-40    NORTHERN BOULEVARD            ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3764769,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/07/2017,22:30,QUEENS,11354,40.760098,-73.832565,"(40.760098, -73.832565)",,,38-01     PRINCE STREET                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3764771,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/07/2017,8:00,QUEENS,11354,40.77148,-73.82659,"(40.77148, -73.82659)",,,29-36     UNION STREET                  ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3764947,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/06/2017,11:58,QUEENS,11354,40.765823,-73.82373,"(40.765823, -73.82373)",PARSONS BOULEVARD               ,35 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3764270,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2017,13:40,QUEENS,11354,40.76079,-73.83075,"(40.76079, -73.83075)",MAIN STREET                     ,38 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3764941,SPORT UTILITY / STATION WAGON,,,,
10/06/2017,20:50,QUEENS,11354,40.765823,-73.82373,"(40.765823, -73.82373)",PARSONS BOULEVARD               ,35 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Other Vehicular,,,,3764945,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/05/2017,10:15,QUEENS,11354,40.769283,-73.82445,"(40.769283, -73.82445)",PARSONS BOULEVARD               ,32 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3764934,PASSENGER VEHICLE,,,,
10/05/2017,14:40,QUEENS,11354,40.76229,-73.82432,"(40.76229, -73.82432)",,,143-14    38 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3764772,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/05/2017,15:43,QUEENS,11354,40.757183,-73.83396,"(40.757183, -73.83396)",COLLEGE POINT BOULEVARD         ,40 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3764459,SPORT UTILITY / STATION WAGON,,,,
10/05/2017,16:00,QUEENS,11354,40.763474,-73.82995,"(40.763474, -73.82995)",,,137-38    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3765951,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/05/2017,17:00,QUEENS,11354,40.759266,-73.83103,"(40.759266, -73.83103)",,,135-49    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3764009,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/05/2017,6:35,QUEENS,11354,40.762264,-73.83154,"(40.762264, -73.83154)",,,36-49     MAIN STREET                   ,0,0,0,0,0,0,0,0,,,,,,3763431,SPORT UTILITY / STATION WAGON,,,,
10/05/2017,7:36,QUEENS,11354,40.766922,-73.83548,"(40.766922, -73.83548)",32 AVENUE                       ,DOWNING STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3764128,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/04/2017,15:30,QUEENS,11354,40.76046,-73.83277,"(40.76046, -73.83277)",,,37-11     PRINCE STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3763401,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/04/2017,16:30,QUEENS,11354,40.766884,-73.82396,"(40.766884, -73.82396)",PARSONS BOULEVARD               ,34 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3763402,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/04/2017,19:50,QUEENS,11354,40.76213,-73.82494,"(40.76213, -73.82494)",BOWNE STREET                    ,38 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3763410,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/04/2017,20:00,QUEENS,11354,40.767498,-73.83302,"(40.767498, -73.83302)",32 AVENUE                       ,FARRINGTON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3763412,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/04/2017,22:35,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",MAIN STREET                     ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3763416,SPORT UTILITY / STATION WAGON,,,,
10/04/2017,7:25,QUEENS,11354,40.766357,-73.83255,"(40.766357, -73.83255)",,,33-37     FARRINGTON STREET             ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3763062,SPORT UTILITY / STATION WAGON,,,,
10/04/2017,8:11,QUEENS,11354,40.75666,-73.83378,"(40.75666, -73.83378)",,,40-53     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3763077,,,,,
10/04/2017,8:30,QUEENS,11354,40.762333,-73.833176,"(40.762333, -73.833176)",PRINCE STREET                   ,36 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3763041,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/03/2017,11:45,QUEENS,11354,40.761623,-73.82208,"(40.761623, -73.82208)",ROOSEVELT AVENUE                ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3762396,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/03/2017,13:00,QUEENS,11354,40.77378,-73.8242,"(40.77378, -73.8242)",,,144-37    27 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3763059,PASSENGER VEHICLE,,,,
10/03/2017,13:25,QUEENS,11354,,,,NORTHERN BOULEVARD              ,MAIN STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3763049,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/03/2017,16:00,QUEENS,11354,,,,34 Ave                          ,leavitt street,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3763057,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
